Local;fecha;Base0;Base<>0;Impuestos;Venta-Impuesto;Suma de total_venta_sinimpuestos
;17-abr;$577,87;$249,10;$37,37;$864,34;826,972687
;18-abr;$899,27;$364,54;$54,68;$1.318,49;1263,808761
;19-abr;$696,50;$312,07;$46,81;$1.055,38;1008,571683
;20-abr;$507,89;$260,53;$39,08;$807,51;768,4265435
;21-abr;$1.223,27;$332,02;$49,80;$1.605,09;1555,290722
;22-abr;$828,41;$321,00;$48,15;$1.197,56;1149,411657
;23-abr;$904,51;$269,69;$40,45;$1.214,66;1174,205413
;24-abr;$598,14;$370,16;$55,52;$1.023,82;968,2954
;25-abr;$1.163,11;$468,14;$70,22;$1.701,47;1631,25187
;26-abr;$938,24;$413,45;$62,02;$1.413,72;1351,697726
;27-abr;$575,07;$268,86;$40,33;$884,26;843,9312261
;28-abr;$1.097,58;$407,80;$61,17;$1.566,55;1505,379909
;29-abr;$703,76;$412,10;$61,82;$1.177,68;1115,861596
;30-abr;$924,42;$402,82;$60,42;$1.387,66;1327,2346
;01-may;$1.134,66;$392,62;$58,89;$1.586,17;1527,275765
;02-may;$706,25;$312,18;$46,83;$1.065,25;1018,428148
;03-may;$1.258,71;$404,06;$60,61;$1.723,38;1662,767896
;04-may;$838,35;$414,86;$62,23;$1.315,43;1253,205957
;05-may;$1.130,71;$560,21;$84,03;$1.774,95;1690,923178
;06-may;$1.069,60;$630,34;$94,55;$1.794,49;1699,94197
;07-may;$1.221,38;$432,77;$64,92;$1.719,06;1654,146887
;08-may;$754,31;$248,35;$37,25;$1.039,91;1002,657235
;09-may;$720,57;$340,57;$51,08;$1.112,22;1061,1305
Total 079-GUARANDA-D;;$65.637,13;$28.245,15;$4.236,77;$98.119,06;93882,28328
080-SAN MIGUEL;01-mar;$790,65;$423,77;$63,57;$1.278,00;1214,428861
;02-mar;$742,79;$398,08;$59,71;$1.200,59;1140,87527
;03-mar;$907,09;$413,93;$62,09;$1.383,11;1321,021565
;04-mar;$734,07;$352,06;$52,81;$1.138,94;1086,12813
;05-mar;$839,33;$354,75;$53,21;$1.247,29;1194,077117
;06-mar;$847,31;$437,82;$65,67;$1.350,81;1285,135704
;07-mar;$791,54;$335,92;$50,39;$1.177,85;1127,465839
;08-mar;$627,77;$341,48;$51,22;$1.020,48;969,2526609
;09-mar;$673,40;$190,26;$28,54;$892,20;863,6639609
;10-mar;$840,49;$552,00;$82,80;$1.475,29;1392,490552
;11-mar;$660,52;$253,23;$37,98;$951,73;913,747187
;12-mar;$575,97;$157,05;$23,56;$756,58;733,0227652
;13-mar;$822,17;$242,77;$36,42;$1.101,36;1064,946309
;14-mar;$683,23;$267,35;$40,10;$990,69;950,5843609
;15-mar;$990,92;$360,38;$54,06;$1.405,35;1351,296261
;16-mar;$858,18;$311,97;$46,79;$1.216,94;1170,142622
;17-mar;$550,52;$279,71;$41,96;$872,18;830,2217
;18-mar;$661,05;$267,69;$40,15;$968,88;928,7319304
;19-mar;$626,85;$412,16;$61,82;$1.100,83;1039,01063
;20-mar;$730,07;$181,25;$27,19;$938,51;911,3215044
;21-mar;$747,77;$264,96;$39,74;$1.052,47;1012,726174
;22-mar;$460,58;$356,64;$53,50;$870,71;817,2172044
;23-mar;$567,96;$199,87;$29,98;$797,82;767,8379
;24-mar;$674,00;$296,87;$44,53;$1.015,39;970,8623522
;25-mar;$811,35;$328,12;$49,22;$1.188,69;1139,472265
;26-mar;$839,14;$322,30;$48,35;$1.209,79;1161,444648
;27-mar;$773,49;$294,50;$44,17;$1.112,16;1067,987022
;28-mar;$615,90;$197,54;$29,63;$843,07;813,4375565
;29-mar;$782,16;$253,52;$38,03;$1.073,71;1035,682552
;30-mar;$624,31;$257,25;$38,59;$920,15;881,5585609
;31-mar;$619,24;$396,84;$59,53;$1.075,60;1016,074313
;01-abr;$770,29;$245,76;$36,86;$1.052,92;1016,054048
;02-abr;$795,60;$472,43;$70,86;$1.338,89;1268,025922
;03-abr;$775,89;$250,22;$37,53;$1.063,65;1026,11477
;04-abr;$420,34;$176,21;$26,43;$622,99;596,5561174
;05-abr;$685,90;$170,20;$25,53;$881,64;856,1076652
;06-abr;$703,52;$666,68;$100,00;$1.470,20;1370,202096
;07-abr;$791,00;$315,39;$47,31;$1.153,70;1106,393548
;08-abr;$677,19;$380,64;$57,10;$1.114,93;1057,836296
;09-abr;$681,34;$434,24;$65,14;$1.180,72;1115,582043
;10-abr;$640,50;$438,50;$65,78;$1.144,78;1078,999843
;11-abr;$652,40;$241,43;$36,21;$930,04;893,8267652
;12-abr;$597,96;$527,88;$79,18;$1.205,02;1125,84
;13-abr;$464,70;$259,33;$38,90;$762,93;724,0265522
;14-abr;$806,17;$439,37;$65,91;$1.311,45;1245,543465
;15-abr;$732,20;$326,82;$49,02;$1.108,04;1059,01657
;16-abr;$608,98;$331,34;$49,70;$990,02;940,3208522
;17-abr;$817,66;$265,68;$39,85;$1.123,19;1083,341978
;18-abr;$527,88;$156,30;$23,45;$707,63;684,1817044
;19-abr;$683,55;$259,92;$38,99;$982,46;943,4721044
;20-abr;$503,00;$313,98;$47,10;$864,07;816,9778
;21-abr;$873,89;$341,41;$51,21;$1.266,51;1215,297983
;22-abr;$577,56;$246,49;$36,97;$861,02;824,0477957
;23-abr;$666,61;$214,32;$32,15;$913,09;880,9369435
;24-abr;$807,89;$442,42;$66,36;$1.316,67;1250,309287
;25-abr;$442,88;$170,82;$25,62;$639,33;613,7029435
;26-abr;$542,54;$224,29;$33,64;$800,47;766,8285913
;27-abr;$460,14;$244,90;$36,74;$741,77;705,0357348
;28-abr;$667,90;$240,71;$36,11;$944,71;908,6029565
;29-abr;$784,30;$302,43;$45,36;$1.132,09;1086,727809
;30-abr;$634,82;$367,81;$55,17;$1.057,80;1002,632852
;01-may;$754,98;$309,68;$46,45;$1.111,12;1064,665248
;02-may;$729,75;$221,77;$33,26;$984,78;951,5146913
;03-may;$782,79;$267,50;$40,13;$1.090,42;1050,290222
;04-may;$691,41;$325,43;$48,81;$1.065,65;1016,837074
;05-may;$707,57;$465,25;$69,79;$1.242,61;1172,823543
;06-may;$565,83;$211,43;$31,71;$808,98;777,2613652
;07-may;$490,90;$290,18;$43,53;$824,61;781,0818957
;08-may;$709,29;$273,72;$41,06;$1.024,07;983,0116652
;09-may;$852,79;$268,95;$40,34;$1.162,08;1121,734352
Total 080-SAN MIGUEL;;$48.549,74;$21.803,89;$3.270,58;$73.624,21;70353,62857
081-MONTALVO 2;01-mar;$851,81;$366,53;$54,98;$1.273,32;1218,3405
;02-mar;$698,00;$227,49;$34,12;$959,61;925,4887566
;03-mar;$736,55;$319,30;$47,89;$1.103,74;1055,843274
;04-mar;$720,92;$263,02;$39,45;$1.023,39;983,9406522
;05-mar;$989,59;$302,84;$45,43;$1.337,86;1292,43563
;06-mar;$1.066,39;$397,41;$59,61;$1.523,41;1463,800883
;07-mar;$782,62;$363,55;$54,53;$1.200,70;1146,1705
;08-mar;$499,92;$241,86;$36,28;$778,06;741,7766609
;09-mar;$1.140,62;$434,03;$65,10;$1.639,75;1574,6455
;10-mar;$765,42;$293,25;$43,99;$1.102,66;1058,669991
;11-mar;$902,49;$383,98;$57,60;$1.344,06;1286,467496
;12-mar;$757,57;$486,23;$72,93;$1.316,74;1243,80147
;13-mar;$960,91;$295,03;$44,25;$1.300,19;1255,934887
;14-mar;$778,46;$433,03;$64,95;$1.276,45;1211,490613
;15-mar;$1.154,06;$361,08;$54,16;$1.569,31;1515,147739
;16-mar;$985,40;$403,63;$60,54;$1.449,57;1389,023143
;17-mar;$1.296,50;$416,99;$62,55;$1.776,04;1713,492557
;18-mar;$760,02;$283,11;$42,47;$1.085,60;1043,131009
;19-mar;$772,75;$261,98;$39,30;$1.074,03;1034,728791
;20-mar;$931,91;$251,92;$37,79;$1.221,62;1183,830387
;21-mar;$884,75;$240,50;$36,08;$1.161,33;1125,252939
;22-mar;$650,92;$268,22;$40,23;$959,36;919,1323652
;23-mar;$897,16;$383,11;$57,47;$1.337,73;1280,262726
;24-mar;$885,19;$280,14;$42,02;$1.207,35;1165,332652
;25-mar;$695,48;$214,70;$32,20;$942,38;910,1753261
;26-mar;$1.070,04;$397,47;$59,62;$1.527,13;1467,506448
;27-mar;$718,76;$284,30;$42,65;$1.045,71;1003,064317
;28-mar;$995,99;$355,58;$53,34;$1.404,90;1351,566783
;29-mar;$698,60;$266,55;$39,98;$1.005,12;965,1424044
;30-mar;$950,96;$288,51;$43,28;$1.282,75;1239,470835
;31-mar;$1.140,25;$364,12;$54,62;$1.558,99;1504,373517
;01-abr;$1.053,27;$381,04;$57,16;$1.491,47;1434,312639
;02-abr;$1.148,51;$425,20;$63,78;$1.637,49;1573,705896
;03-abr;$900,82;$245,05;$36,76;$1.182,63;1145,876848
;04-abr;$980,36;$361,21;$54,18;$1.395,75;1341,568743
;05-abr;$1.066,50;$323,04;$48,46;$1.438,00;1389,544865
;06-abr;$920,24;$292,01;$43,80;$1.256,05;1212,2502
;07-abr;$819,22;$305,78;$45,87;$1.170,87;1124,998474
;08-abr;$1.002,95;$280,66;$42,10;$1.325,70;1283,601752
;09-abr;$625,76;$287,55;$43,13;$956,44;913,3126087
;10-abr;$764,07;$309,38;$46,41;$1.119,86;1073,450309
;11-abr;$738,48;$359,63;$53,94;$1.152,05;1098,1094
;12-abr;$781,89;$196,55;$29,48;$1.007,93;978,4486435
;13-abr;$1.212,95;$423,06;$63,46;$1.699,47;1636,012383
;14-abr;$1.010,65;$273,81;$41,07;$1.325,53;1284,4631
;15-abr;$1.005,03;$364,85;$54,73;$1.424,60;1369,87643
;16-abr;$869,77;$314,85;$47,23;$1.231,85;1184,618122
;17-abr;$1.038,29;$308,74;$46,31;$1.393,33;1347,022087
;18-abr;$709,61;$409,31;$61,40;$1.180,32;1118,922243
;19-abr;$793,01;$298,19;$44,73;$1.135,93;1091,198157
;20-abr;$751,98;$343,54;$51,53;$1.147,05;1095,52353
;21-abr;$965,80;$331,73;$49,76;$1.347,29;1297,530917
;22-abr;$914,90;$318,63;$47,80;$1.281,33;1233,530717
;23-abr;$763,26;$219,71;$32,96;$1.015,93;982,9698174
;24-abr;$1.063,90;$260,51;$39,08;$1.363,48;1324,407909
;25-abr;$823,56;$320,72;$48,11;$1.192,39;1144,278422
;26-abr;$705,22;$210,12;$31,52;$946,85;915,3351696
;27-abr;$942,17;$644,81;$96,72;$1.683,70;1586,974561
;28-abr;$1.278,93;$385,83;$57,88;$1.722,64;1664,763913
;29-abr;$785,14;$369,97;$55,50;$1.210,61;1155,113943
;30-abr;$1.073,72;$323,57;$48,54;$1.445,83;1397,294109
;01-may;$977,58;$273,52;$41,03;$1.292,14;1251,108591
;02-may;$999,33;$343,16;$51,47;$1.393,96;1342,487174
;03-may;$641,02;$216,52;$32,48;$890,01;857,5329
;04-may;$1.107,82;$470,41;$70,56;$1.648,79;1578,232665
;05-may;$1.007,71;$310,11;$46,52;$1.364,33;1317,816826
;06-may;$876,51;$338,00;$50,70;$1.265,21;1214,506691
;07-may;$929,27;$325,13;$48,77;$1.303,17;1254,401426
;08-may;$953,89;$341,08;$51,16;$1.346,12;1294,96193
;09-may;$1.086,54;$393,83;$59,07;$1.539,45;1480,370835
Total 081-MONTALVO 2;;$63.229,60;$23.030,27;$3.454,54;$89.714,42;86259,8757
082-PALLATANGA;01-mar;$133,35;$61,84;$9,28;$204,47;195,1916957
;02-mar;$170,27;$82,70;$12,40;$265,37;252,9673261
;03-mar;$360,04;$149,29;$22,39;$531,72;509,3260652
;04-mar;$275,13;$208,86;$31,33;$515,32;483,9918609
;05-mar;$349,02;$97,66;$14,65;$461,34;446,6869261
;06-mar;$263,20;$156,74;$23,51;$443,46;419,9442609
;07-mar;$361,57;$203,84;$30,58;$595,99;565,4149261
;08-mar;$242,30;$153,69;$23,05;$419,05;395,9949783
;09-mar;$299,20;$137,05;$20,56;$456,80;436,2471435
;10-mar;$162,21;$147,93;$22,19;$332,33;310,1375652
;11-mar;$269,42;$141,31;$21,20;$431,93;410,7330609
;12-mar;$200,15;$181,22;$27,18;$408,55;381,3647
;13-mar;$316,73;$87,28;$13,09;$417,10;404,0075305
;14-mar;$455,17;$204,89;$30,73;$690,80;660,0625913
;15-mar;$316,98;$187,63;$28,14;$532,76;504,6124435
;16-mar;$464,01;$102,30;$15,35;$581,66;566,3096522
;17-mar;$210,63;$65,77;$9,87;$286,27;276,4029087
;18-mar;$232,38;$183,89;$27,58;$443,86;416,2719478
;19-mar;$323,59;$206,91;$31,04;$561,53;530,4938522
;20-mar;$243,14;$85,66;$12,85;$341,65;328,7996957
;21-mar;$219,94;$122,40;$18,36;$360,70;342,3435522
;22-mar;$293,78;$122,37;$18,36;$434,50;416,146687
;23-mar;$827,58;$230,85;$34,63;$1.093,06;1058,430213
;24-mar;$258,37;$35,83;$5,37;$299,57;294,1950696
;25-mar;$150,03;$101,92;$15,29;$267,23;251,9422739
;26-mar;$324,14;$286,97;$43,05;$654,15;611,1049565
;27-mar;$348,98;$185,74;$27,86;$562,59;534,7262739
;28-mar;$272,96;$49,78;$7,47;$330,21;322,7414652
;29-mar;$97,07;$128,67;$19,30;$245,04;225,7406565
;30-mar;$277,38;$80,84;$12,13;$370,34;358,2179391
;31-mar;$217,49;$68,89;$10,33;$296,71;286,3765
;01-abr;$255,86;$159,93;$23,99;$439,77;415,7823435
;02-abr;$237,05;$171,20;$25,68;$433,94;408,2570174
;03-abr;$218,38;$146,86;$22,03;$387,27;365,2396783
;04-abr;$217,12;$175,01;$26,25;$418,38;392,1275565
;05-abr;$185,33;$98,26;$14,74;$298,33;283,5895652
;06-abr;$343,14;$138,32;$20,75;$502,20;481,4549131
;07-abr;$233,78;$214,80;$32,22;$480,80;448,5779565
;08-abr;$167,47;$87,33;$13,10;$267,90;254,8036522
;09-abr;$433,32;$114,74;$17,21;$565,27;548,0599044
;10-abr;$349,21;$91,47;$13,72;$454,41;440,6847391
;11-abr;$99,54;$192,49;$28,87;$320,90;292,0308957
;12-abr;$173,72;$75,86;$11,38;$260,96;249,5799696
;13-abr;$244,70;$172,11;$25,82;$442,62;416,8079261
;14-abr;$122,41;$75,23;$11,29;$208,93;197,6416
;15-abr;$268,39;$187,56;$28,13;$484,08;455,9509087
;16-abr;$157,94;$142,52;$21,38;$321,83;300,4556913
;17-abr;$267,76;$95,63;$14,34;$377,73;363,3863696
;18-abr;$222,80;$97,53;$14,63;$334,96;320,3322522
;19-abr;$230,18;$111,69;$16,75;$358,62;341,8661
;20-abr;$305,84;$279,33;$41,90;$627,07;585,1664478
;21-abr;$173,81;$122,32;$18,35;$314,48;296,1292609
;22-abr;$135,36;$71,34;$10,70;$217,40;206,699087
;23-abr;$185,67;$128,09;$19,21;$332,97;313,7535435
;24-abr;$183,25;$126,28;$18,94;$328,48;309,5362478
;25-abr;$276,23;$68,94;$10,34;$355,51;345,1643435
;26-abr;$93,34;$41,35;$6,20;$140,90;134,6970522
;27-abr;$289,80;$263,52;$39,53;$592,85;553,3188392
;28-abr;$172,15;$141,23;$21,18;$334,56;313,3736
;29-abr;$200,29;$103,29;$15,49;$319,07;303,5762261
;30-abr;$278,31;$145,25;$21,79;$445,35;423,5600478
;01-may;$180,53;$189,48;$28,42;$398,43;370,0069435
;02-may;$241,62;$115,02;$17,25;$373,90;356,645187
;03-may;$146,53;$92,19;$13,83;$252,54;238,7131261
;04-may;$355,25;$150,93;$22,64;$528,83;506,1861565
;05-may;$206,34;$203,92;$30,59;$440,84;410,2563305
;06-may;$194,52;$99,23;$14,88;$308,64;293,7512739
;07-may;$227,13;$60,35;$9,05;$296,53;287,4793652
;08-may;$200,09;$129,74;$19,46;$349,29;329,8333044
;09-may;$150,94;$91,91;$13,79;$256,64;242,8506174
Total 082-PALLATANGA;;$17.561,30;$9.432,96;$1.414,94;$28.409,20;26994,25276
083-29 Y LA Q-D;01-mar;$2.470,67;$785,59;$117,84;$3.374,09;3256,251274
;02-mar;$1.912,97;$604,03;$90,60;$2.607,61;2517,002344
;03-mar;$1.787,84;$720,34;$108,05;$2.616,24;2508,187539
;04-mar;$1.317,38;$415,57;$62,34;$1.795,28;1732,945843
;05-mar;$2.703,07;$766,71;$115,01;$3.584,78;3469,774896
;06-mar;$2.702,66;$870,50;$130,57;$3.703,74;3573,164365
;07-mar;$2.288,67;$741,85;$111,28;$3.141,80;3030,526174
;08-mar;$2.771,60;$731,13;$109,67;$3.612,41;3502,7373
;09-mar;$2.577,59;$850,54;$127,58;$3.555,70;3428,123987
;10-mar;$2.275,37;$584,08;$87,61;$2.947,06;2859,449483
;11-mar;$2.340,18;$773,17;$115,98;$3.229,33;3113,356996
;12-mar;$2.624,19;$585,64;$87,85;$3.297,67;3209,821387
;13-mar;$2.741,71;$655,90;$98,39;$3.496,00;3397,614957
;14-mar;$2.251,47;$696,65;$104,50;$3.052,61;2948,111313
;15-mar;$3.231,80;$908,01;$136,20;$4.276,01;4139,805248
;16-mar;$2.469,42;$1.036,57;$155,49;$3.661,47;3505,984109
;17-mar;$3.003,15;$863,65;$129,55;$3.996,34;3866,793848
;18-mar;$2.378,42;$725,88;$108,88;$3.213,18;3104,298978
;19-mar;$2.266,98;$818,23;$122,74;$3.207,95;3085,215357
;20-mar;$2.692,36;$767,96;$115,19;$3.575,51;3460,318396
;21-mar;$2.447,60;$700,18;$105,03;$3.252,80;3147,776674
;22-mar;$2.153,92;$851,95;$127,79;$3.133,65;3005,86223
;23-mar;$1.815,24;$691,07;$103,66;$2.609,97;2506,312683
;24-mar;$2.785,48;$837,46;$125,62;$3.748,56;3622,943713
;25-mar;$1.996,63;$726,36;$108,95;$2.831,95;2722,995283
;26-mar;$1.936,53;$677,96;$101,69;$2.716,18;2614,486913
;27-mar;$1.512,00;$493,28;$73,99;$2.079,28;2005,287678
;28-mar;$1.917,22;$542,66;$81,40;$2.541,27;2459,876322
;29-mar;$1.908,33;$858,38;$128,76;$2.895,47;2766,713439
;30-mar;$2.262,22;$847,29;$127,09;$3.236,61;3109,511878
;31-mar;$2.532,96;$927,56;$139,13;$3.599,66;3460,525957
;01-abr;$2.717,35;$896,78;$134,52;$3.748,65;3614,132213
;02-abr;$2.214,62;$769,09;$115,36;$3.099,07;2983,705626
;03-abr;$2.083,26;$762,62;$114,39;$2.960,27;2845,880804
;04-abr;$2.395,29;$720,74;$108,11;$3.224,14;3116,029552
;05-abr;$2.770,70;$875,63;$131,34;$3.777,68;3646,3352
;06-abr;$2.130,71;$855,55;$128,33;$3.114,59;2986,259504
;07-abr;$2.876,34;$730,60;$109,59;$3.716,53;3606,938922
;08-abr;$2.146,84;$860,47;$129,07;$3.136,38;3007,311787
;09-abr;$2.684,41;$770,67;$115,60;$3.570,67;3455,073148
;10-abr;$1.740,03;$563,42;$84,51;$2.387,96;2303,448578
;11-abr;$2.142,46;$573,91;$86,09;$2.802,46;2716,373052
;12-abr;$2.664,18;$645,10;$96,77;$3.406,05;3309,283378
;13-abr;$2.600,15;$691,63;$103,75;$3.395,53;3291,787909
;14-abr;$2.503,58;$907,67;$136,15;$3.547,40;3411,253891
;15-abr;$2.461,29;$772,84;$115,93;$3.350,05;3234,125835
;16-abr;$2.285,97;$926,01;$138,90;$3.350,88;3211,978348
;17-abr;$2.925,94;$744,89;$111,73;$3.782,56;3670,830117
;18-abr;$1.897,08;$642,21;$96,33;$2.635,62;2539,290517
;19-abr;$1.949,59;$791,55;$118,73;$2.859,87;2741,139765
;20-abr;$2.250,56;$814,97;$122,25;$3.187,78;3065,52983
;21-abr;$2.365,12;$550,96;$82,64;$2.998,73;2916,082652
;22-abr;$1.776,09;$819,58;$122,94;$2.718,62;2595,678296
;23-abr;$2.280,10;$870,13;$130,52;$3.280,75;3150,230187
;24-abr;$2.249,93;$610,18;$91,53;$2.951,63;2860,107
;25-abr;$2.025,37;$518,27;$77,74;$2.621,37;2543,633126
;26-abr;$1.935,94;$660,60;$99,09;$2.695,63;2596,535943
;27-abr;$1.938,99;$769,15;$115,37;$2.823,51;2708,134943
;28-abr;$2.435,52;$782,50;$117,37;$3.335,39;3218,017883
;29-abr;$2.187,41;$573,17;$85,98;$2.846,55;2760,572204
;30-abr;$2.045,53;$694,86;$104,23;$2.844,62;2740,386313
;01-may;$2.202,28;$720,40;$108,06;$3.030,74;2922,680209
;02-may;$2.372,86;$702,10;$105,32;$3.180,28;3074,961948
;03-may;$2.210,51;$828,96;$124,34;$3.163,82;3039,479083
;04-may;$2.298,61;$882,64;$132,40;$3.313,65;3181,25057
;05-may;$2.418,51;$568,01;$85,20;$3.071,73;2986,526961
;06-may;$2.348,01;$675,47;$101,32;$3.124,81;3023,484396
;07-may;$2.257,06;$723,01;$108,45;$3.088,52;2980,066174
;08-may;$2.293,27;$698,94;$104,84;$3.097,04;2992,2027
;09-may;$2.177,40;$560,17;$84,03;$2.821,60;2737,570083
Total 083-29 Y LA Q-D;;$161.334,49;$51.581,59;$7.737,24;$220.653,32;212916,0852
084-AVALON-D;01-mar;$813,01;$742,61;$111,39;$1.667,01;1555,621752
;02-mar;$413,34;$256,23;$38,44;$708,01;669,5699826
;03-mar;$740,19;$343,70;$51,56;$1.135,45;1083,898696
;04-mar;$836,82;$251,13;$37,67;$1.125,62;1087,9481
;05-mar;$1.662,92;$470,38;$70,56;$2.203,85;2133,296543
;06-mar;$1.099,72;$624,94;$93,74;$1.818,40;1724,655296
;07-mar;$1.303,17;$479,79;$71,97;$1.854,93;1782,96047
;08-mar;$1.093,20;$324,67;$48,70;$1.466,57;1417,871583
;09-mar;$677,58;$307,24;$46,09;$1.030,91;984,8197522
;10-mar;$1.065,72;$504,65;$75,70;$1.646,06;1570,366378
;11-mar;$1.050,94;$485,44;$72,82;$1.609,19;1536,372435
;12-mar;$1.703,07;$379,42;$56,91;$2.139,40;2082,487026
;13-mar;$1.097,98;$529,72;$79,46;$1.707,16;1627,703196
;14-mar;$811,36;$322,51;$48,38;$1.182,25;1133,874335
;15-mar;$950,58;$585,07;$87,76;$1.623,41;1535,64837
;16-mar;$709,91;$372,10;$55,81;$1.137,82;1082,005
;17-mar;$1.320,48;$453,97;$68,09;$1.842,54;1774,447939
;18-mar;$1.778,50;$461,68;$69,25;$2.309,43;2240,18193
;19-mar;$1.655,96;$705,36;$105,80;$2.467,12;2361,312796
;20-mar;$908,33;$687,32;$103,10;$1.698,75;1595,648904
;21-mar;$986,88;$436,09;$65,41;$1.488,39;1422,972465
;22-mar;$932,23;$429,90;$64,48;$1.426,62;1362,130117
;23-mar;$614,70;$294,00;$44,10;$952,79;908,6928435
;24-mar;$943,89;$435,23;$65,29;$1.444,41;1379,122961
;25-mar;$872,26;$588,59;$88,29;$1.549,14;1460,849091
;26-mar;$806,86;$589,15;$88,37;$1.484,38;1396,005791
;27-mar;$1.628,25;$533,80;$80,07;$2.242,12;2162,052043
;28-mar;$1.357,54;$357,21;$53,58;$1.768,34;1714,758387
;29-mar;$758,15;$306,12;$45,92;$1.110,19;1064,267409
;30-mar;$635,69;$390,79;$58,62;$1.085,11;1026,486061
;31-mar;$1.012,07;$471,44;$70,72;$1.554,22;1483,508304
;01-abr;$818,78;$411,37;$61,71;$1.291,86;1230,154643
;02-abr;$713,09;$382,57;$57,39;$1.153,04;1095,657596
;03-abr;$993,33;$505,27;$75,79;$1.574,39;1498,598183
;04-abr;$2.911,77;$538,76;$80,81;$3.531,34;3450,5276
;05-abr;$920,51;$512,84;$76,93;$1.510,27;1433,344243
;06-abr;$683,77;$374,86;$56,23;$1.114,87;1058,637735
;07-abr;$1.123,04;$327,10;$49,07;$1.499,20;1450,137804
;08-abr;$1.367,62;$451,67;$67,75;$1.887,05;1819,295322
;09-abr;$667,56;$407,82;$61,17;$1.136,56;1075,386452
;10-abr;$1.463,46;$497,22;$74,58;$2.035,27;1960,682422
;11-abr;$728,70;$379,33;$56,90;$1.164,93;1108,030009
;12-abr;$762,46;$327,29;$49,09;$1.138,84;1089,743417
;13-abr;$703,02;$325,15;$48,77;$1.076,94;1028,167648
;14-abr;$738,44;$315,54;$47,33;$1.101,32;1053,984778
;15-abr;$990,46;$432,54;$64,88;$1.487,88;1422,99837
;16-abr;$1.154,25;$565,13;$84,77;$1.804,15;1719,380174
;17-abr;$1.286,37;$524,06;$78,61;$1.889,04;1810,433178
;18-abr;$729,00;$385,19;$57,78;$1.171,97;1114,195165
;19-abr;$551,46;$276,79;$41,52;$869,77;828,2526739
;20-abr;$422,12;$250,34;$37,55;$710,02;672,4682435
;21-abr;$1.437,04;$515,60;$77,34;$2.029,99;1952,647117
;22-abr;$1.349,53;$380,66;$57,10;$1.787,29;1730,191665
;23-abr;$941,24;$348,44;$52,27;$1.341,95;1289,678817
;24-abr;$838,02;$383,54;$57,53;$1.279,09;1221,558965
;25-abr;$2.414,51;$421,96;$63,29;$2.899,77;2836,477657
;26-abr;$1.235,67;$279,19;$41,88;$1.556,74;1514,863009
;27-abr;$939,24;$413,77;$62,07;$1.415,07;1353,008861
;28-abr;$971,92;$444,80;$66,72;$1.483,44;1416,71637
;29-abr;$990,16;$411,54;$61,73;$1.463,43;1401,701157
;30-abr;$1.068,40;$449,90;$67,49;$1.585,79;1518,30813
;01-may;$2.055,83;$457,03;$68,56;$2.581,42;2512,86067
;02-may;$635,81;$480,27;$72,04;$1.188,12;1116,081717
;03-may;$526,42;$415,52;$62,33;$1.004,27;941,9442957
;04-may;$799,73;$525,32;$78,80;$1.403,84;1325,046387
;05-may;$1.297,84;$515,68;$77,35;$1.890,87;1813,514087
;06-may;$761,00;$409,64;$61,45;$1.232,09;1170,639322
;07-may;$757,40;$298,91;$44,84;$1.101,15;1056,311113
;08-may;$871,42;$459,94;$68,99;$1.400,36;1331,367452
;09-may;$823,49;$426,49;$63,97;$1.313,95;1249,978343
Total 084-AVALON-D;;$72.685,15;$30.349,36;$4.552,40;$107.586,91;103034,5067
085-RICAURTE-D;01-mar;$1.401,54;$448,21;$67,23;$1.916,98;1849,749009
;02-mar;$931,51;$378,56;$56,78;$1.366,86;1310,075461
;03-mar;$643,35;$373,87;$56,08;$1.073,30;1017,219991
;04-mar;$862,02;$282,05;$42,31;$1.186,38;1144,068643
;05-mar;$1.102,56;$432,31;$64,85;$1.599,72;1534,870974
;06-mar;$827,39;$245,94;$36,89;$1.110,21;1073,321661
;07-mar;$973,38;$451,29;$67,69;$1.492,36;1424,665004
;08-mar;$1.336,31;$399,43;$59,91;$1.795,66;1735,7451
;09-mar;$1.377,20;$438,04;$65,71;$1.880,94;1815,235865
;10-mar;$1.368,57;$426,88;$64,03;$1.859,48;1795,451626
;11-mar;$1.351,81;$392,98;$58,95;$1.803,73;1744,787452
;12-mar;$1.130,09;$453,32;$68,00;$1.651,41;1583,412952
;13-mar;$997,18;$404,27;$60,64;$1.462,10;1401,454043
;14-mar;$1.227,33;$393,07;$58,96;$1.679,36;1620,403374
;15-mar;$1.599,15;$658,22;$98,73;$2.356,10;2257,363309
;16-mar;$1.069,87;$313,74;$47,06;$1.430,67;1383,6105
;17-mar;$1.291,53;$494,60;$74,19;$1.860,32;1786,130696
;18-mar;$1.091,36;$300,19;$45,03;$1.436,58;1391,554991
;19-mar;$1.314,48;$514,40;$77,16;$1.906,03;1828,872604
;20-mar;$837,66;$282,70;$42,41;$1.162,77;1120,366717
;21-mar;$1.074,80;$349,01;$52,35;$1.476,16;1423,808991
;22-mar;$1.547,54;$499,21;$74,88;$2.121,63;2046,750483
;23-mar;$951,58;$372,43;$55,87;$1.379,88;1324,014165
;24-mar;$1.295,69;$475,71;$71,36;$1.842,76;1771,40357
;25-mar;$747,68;$283,31;$42,50;$1.073,49;1030,995965
;26-mar;$1.009,32;$378,68;$56,80;$1.444,80;1387,99443
;27-mar;$876,88;$321,34;$48,20;$1.246,42;1198,223483
